username,survey_id,cohort,cohort_code,variant,graph,ai_error_exposed,step,task_order,video_id,delegation_raw,delegation_label,post_trust_raw,post_trust_reported,post_trust_within,mean_post_trust
anon_09105159d8ec2132,60,early,0,B,0,0,7,6,Sequence_T1_1303,1,verify,4,5,0.0,4.0
anon_09105159d8ec2132,60,early,0,B,0,0,8,7,Sequence_T1_6484,1,verify,4,5,0.0,4.0
anon_091918e2a3398852,74,late,1,A,1,1,2,1,Sequence_T1_1303,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_091918e2a3398852,74,late,1,A,1,1,3,2,Sequence_T1_5310,0,never,3,4,1.1428571428571428,1.8571428571428572
anon_091918e2a3398852,74,late,1,A,1,1,4,3,Sequence_T2_1728,0,never,1,2,-0.8571428571428572,1.8571428571428572
anon_091918e2a3398852,74,late,1,A,1,1,5,4,Sequence_T3_572,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_091918e2a3398852,74,late,1,A,1,1,6,5,Sequence_T3_6325,0,never,1,2,-0.8571428571428572,1.8571428571428572
anon_091918e2a3398852,74,late,1,A,1,1,7,6,Sequence_T1_4301,0,never,1,2,-0.8571428571428572,1.8571428571428572
anon_091918e2a3398852,74,late,1,A,1,1,8,7,Sequence_T1_6484,0,never,3,4,1.1428571428571428,1.8571428571428572
anon_15fa9683a2b20c81,73,late,1,A,1,1,2,1,Sequence_T1_1303,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_15fa9683a2b20c81,73,late,1,A,1,1,3,2,Sequence_T3_572,0,never,2,3,-0.1428571428571428,2.142857142857143
anon_15fa9683a2b20c81,73,late,1,A,1,1,4,3,Sequence_T1_5310,0,never,1,2,-1.1428571428571428,2.142857142857143
anon_15fa9683a2b20c81,73,late,1,A,1,1,5,4,Sequence_T1_6484,0,never,1,2,-1.1428571428571428,2.142857142857143
anon_15fa9683a2b20c81,73,late,1,A,1,1,6,5,Sequence_T2_1728,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_15fa9683a2b20c81,73,late,1,A,1,1,7,6,Sequence_T3_6325,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_15fa9683a2b20c81,73,late,1,A,1,1,8,7,Sequence_T1_4301,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_180f0aa261c7dc26,36,early,0,C,1,0,2,1,Sequence_T1_5310,0,never,2,3,0.0,2.0
anon_180f0aa261c7dc26,36,early,0,C,1,0,3,2,Sequence_T2_1728,0,never,2,3,0.0,2.0
anon_180f0aa261c7dc26,36,early,0,C,1,0,4,3,Sequence_T1_4301,0,never,1,2,-1.0,2.0
anon_180f0aa261c7dc26,36,early,0,C,1,0,5,4,Sequence_T3_572,0,never,3,4,1.0,2.0
anon_180f0aa261c7dc26,36,early,0,C,1,0,6,5,Sequence_T3_6325,0,never,2,3,0.0,2.0
anon_180f0aa261c7dc26,36,early,0,C,1,0,7,6,Sequence_T1_1303,0,never,1,2,-1.0,2.0
anon_180f0aa261c7dc26,36,early,0,C,1,0,8,7,Sequence_T1_6484,0,never,3,4,1.0,2.0
anon_18633beda8ff19f6,27,early,0,D,0,0,2,1,Sequence_T1_5310,0,never,2,3,0.0,2.0
anon_18633beda8ff19f6,27,early,0,D,0,0,3,2,Sequence_T2_1728,0,never,2,3,0.0,2.0
anon_18633beda8ff19f6,27,early,0,D,0,0,4,3,Sequence_T1_4301,0,never,2,3,0.0,2.0
anon_18633beda8ff19f6,27,early,0,D,0,0,5,4,Sequence_T3_572,0,never,2,3,0.0,2.0
anon_18633beda8ff19f6,27,early,0,D,0,0,6,5,Sequence_T3_6325,0,never,2,3,0.0,2.0
anon_18633beda8ff19f6,27,early,0,D,0,0,7,6,Sequence_T1_1303,0,never,2,3,0.0,2.0
anon_18633beda8ff19f6,27,early,0,D,0,0,8,7,Sequence_T1_6484,0,never,2,3,0.0,2.0
anon_1b235a271db71cff,98,late,1,A,1,1,2,1,Sequence_T1_1303,1,verify,1,2,-0.8571428571428572,1.8571428571428572
anon_1b235a271db71cff,98,late,1,A,1,1,3,2,Sequence_T1_4301,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_1b235a271db71cff,98,late,1,A,1,1,4,3,Sequence_T3_572,2,totally,2,3,0.1428571428571428,1.8571428571428572
anon_1b235a271db71cff,98,late,1,A,1,1,5,4,Sequence_T1_6484,1,verify,1,2,-0.8571428571428572,1.8571428571428572
anon_1b235a271db71cff,98,late,1,A,1,1,6,5,Sequence_T3_6325,1,verify,3,4,1.1428571428571428,1.8571428571428572
anon_1b235a271db71cff,98,late,1,A,1,1,7,6,Sequence_T2_1728,1,verify,1,2,-0.8571428571428572,1.8571428571428572
anon_1b235a271db71cff,98,late,1,A,1,1,8,7,Sequence_T1_5310,2,totally,3,4,1.1428571428571428,1.8571428571428572
anon_1bf17dd014b9b8bb,20,early,0,B,0,0,2,1,Sequence_T1_5310,1,verify,3,4,0.0,3.0
anon_1bf17dd014b9b8bb,20,early,0,B,0,0,3,2,Sequence_T2_1728,1,verify,3,4,0.0,3.0
anon_1bf17dd014b9b8bb,20,early,0,B,0,0,4,3,Sequence_T1_4301,1,verify,3,4,0.0,3.0
anon_1bf17dd014b9b8bb,20,early,0,B,0,0,5,4,Sequence_T3_572,1,verify,3,4,0.0,3.0
anon_1bf17dd014b9b8bb,20,early,0,B,0,0,6,5,Sequence_T3_6325,1,verify,3,4,0.0,3.0
anon_1bf17dd014b9b8bb,20,early,0,B,0,0,7,6,Sequence_T1_1303,1,verify,3,4,0.0,3.0
anon_1bf17dd014b9b8bb,20,early,0,B,0,0,8,7,Sequence_T1_6484,1,verify,3,4,0.0,3.0
anon_26201cdb7a9cda66,103,late,1,D,0,0,2,1,Sequence_T1_4301,0,never,2,3,-0.5714285714285716,2.5714285714285716
anon_26201cdb7a9cda66,103,late,1,D,0,0,3,2,Sequence_T2_1728,0,never,2,3,-0.5714285714285716,2.5714285714285716
anon_26201cdb7a9cda66,103,late,1,D,0,0,4,3,Sequence_T1_5310,0,never,2,3,-0.5714285714285716,2.5714285714285716
anon_26201cdb7a9cda66,103,late,1,D,0,0,5,4,Sequence_T1_6484,0,never,3,4,0.4285714285714284,2.5714285714285716
anon_26201cdb7a9cda66,103,late,1,D,0,0,6,5,Sequence_T3_572,0,never,3,4,0.4285714285714284,2.5714285714285716
anon_26201cdb7a9cda66,103,late,1,D,0,0,7,6,Sequence_T1_1303,0,never,3,4,0.4285714285714284,2.5714285714285716
anon_26201cdb7a9cda66,103,late,1,D,0,0,8,7,Sequence_T3_6325,0,never,3,4,0.4285714285714284,2.5714285714285716
anon_267dbdf581a83900,19,early,0,D,0,0,2,1,Sequence_T1_5310,0,never,3,4,0.2857142857142856,2.7142857142857144
anon_267dbdf581a83900,19,early,0,D,0,0,3,2,Sequence_T2_1728,0,never,3,4,0.2857142857142856,2.7142857142857144
anon_267dbdf581a83900,19,early,0,D,0,0,4,3,Sequence_T1_4301,0,never,3,4,0.2857142857142856,2.7142857142857144
anon_267dbdf581a83900,19,early,0,D,0,0,5,4,Sequence_T3_572,0,never,2,3,-0.7142857142857144,2.7142857142857144
anon_267dbdf581a83900,19,early,0,D,0,0,6,5,Sequence_T3_6325,0,never,2,3,-0.7142857142857144,2.7142857142857144
anon_267dbdf581a83900,19,early,0,D,0,0,7,6,Sequence_T1_1303,0,never,3,4,0.2857142857142856,2.7142857142857144
anon_267dbdf581a83900,19,early,0,D,0,0,8,7,Sequence_T1_6484,0,never,3,4,0.2857142857142856,2.7142857142857144
anon_271ec93e8329984a,112,late,1,B,0,1,2,1,Sequence_T1_4301,0,never,2,3,0.5714285714285714,1.4285714285714286
anon_271ec93e8329984a,112,late,1,B,0,1,3,2,Sequence_T3_6325,0,never,2,3,0.5714285714285714,1.4285714285714286
anon_271ec93e8329984a,112,late,1,B,0,1,4,3,Sequence_T1_1303,0,never,0,1,-1.4285714285714286,1.4285714285714286
anon_271ec93e8329984a,112,late,1,B,0,1,5,4,Sequence_T1_5310,0,never,0,1,-1.4285714285714286,1.4285714285714286
anon_271ec93e8329984a,112,late,1,B,0,1,6,5,Sequence_T2_1728,0,never,2,3,0.5714285714285714,1.4285714285714286
anon_271ec93e8329984a,112,late,1,B,0,1,7,6,Sequence_T3_572,0,never,2,3,0.5714285714285714,1.4285714285714286
anon_271ec93e8329984a,112,late,1,B,0,1,8,7,Sequence_T1_6484,0,never,2,3,0.5714285714285714,1.4285714285714286
anon_30610ab2a6916457,24,early,0,D,0,0,2,1,Sequence_T1_5310,0,never,1,2,0.0,1.0
anon_30610ab2a6916457,24,early,0,D,0,0,3,2,Sequence_T2_1728,0,never,1,2,0.0,1.0
anon_30610ab2a6916457,24,early,0,D,0,0,4,3,Sequence_T1_4301,0,never,1,2,0.0,1.0
anon_30610ab2a6916457,24,early,0,D,0,0,5,4,Sequence_T3_572,0,never,1,2,0.0,1.0
anon_30610ab2a6916457,24,early,0,D,0,0,6,5,Sequence_T3_6325,0,never,1,2,0.0,1.0
anon_30610ab2a6916457,24,early,0,D,0,0,7,6,Sequence_T1_1303,0,never,1,2,0.0,1.0
anon_30610ab2a6916457,24,early,0,D,0,0,8,7,Sequence_T1_6484,0,never,1,2,0.0,1.0
anon_318039036f1020eb,47,early,0,A,1,0,2,1,Sequence_T1_5310,1,verify,3,4,0.0,3.0
anon_318039036f1020eb,47,early,0,A,1,0,3,2,Sequence_T2_1728,1,verify,3,4,0.0,3.0
anon_318039036f1020eb,47,early,0,A,1,0,4,3,Sequence_T1_4301,1,verify,2,3,-1.0,3.0
anon_318039036f1020eb,47,early,0,A,1,0,5,4,Sequence_T3_572,1,verify,3,4,0.0,3.0
anon_318039036f1020eb,47,early,0,A,1,0,6,5,Sequence_T3_6325,1,verify,3,4,0.0,3.0
anon_318039036f1020eb,47,early,0,A,1,0,7,6,Sequence_T1_1303,2,totally,4,5,1.0,3.0
anon_318039036f1020eb,47,early,0,A,1,0,8,7,Sequence_T1_6484,1,verify,3,4,0.0,3.0
anon_3b191b781a83a88f,41,early,0,A,1,0,2,1,Sequence_T1_5310,1,verify,3,4,-0.5714285714285716,3.5714285714285716
anon_3b191b781a83a88f,41,early,0,A,1,0,3,2,Sequence_T2_1728,1,verify,3,4,-0.5714285714285716,3.5714285714285716
anon_3b191b781a83a88f,41,early,0,A,1,0,4,3,Sequence_T1_4301,1,verify,3,4,-0.5714285714285716,3.5714285714285716
anon_3b191b781a83a88f,41,early,0,A,1,0,5,4,Sequence_T3_572,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_3b191b781a83a88f,41,early,0,A,1,0,6,5,Sequence_T3_6325,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_3b191b781a83a88f,41,early,0,A,1,0,7,6,Sequence_T1_1303,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_3b191b781a83a88f,41,early,0,A,1,0,8,7,Sequence_T1_6484,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_3c82cf723a815709,100,late,1,A,1,1,2,1,Sequence_T3_6325,1,verify,3,4,0.0,3.0
anon_3c82cf723a815709,100,late,1,A,1,1,3,2,Sequence_T1_5310,1,verify,4,5,1.0,3.0
anon_3c82cf723a815709,100,late,1,A,1,1,4,3,Sequence_T1_4301,1,verify,4,5,1.0,3.0
anon_3c82cf723a815709,100,late,1,A,1,1,5,4,Sequence_T2_1728,1,verify,4,5,1.0,3.0
anon_3c82cf723a815709,100,late,1,A,1,1,6,5,Sequence_T1_1303,1,verify,4,5,1.0,3.0
anon_3c82cf723a815709,100,late,1,A,1,1,7,6,Sequence_T3_572,0,never,1,2,-2.0,3.0
anon_3c82cf723a815709,100,late,1,A,1,1,8,7,Sequence_T1_6484,0,never,1,2,-2.0,3.0
anon_3f8e54b70105710a,95,late,1,D,0,0,2,1,Sequence_T1_1303,1,verify,2,3,-0.7142857142857144,2.7142857142857144
anon_3f8e54b70105710a,95,late,1,D,0,0,3,2,Sequence_T1_4301,1,verify,2,3,-0.7142857142857144,2.7142857142857144
anon_3f8e54b70105710a,95,late,1,D,0,0,4,3,Sequence_T1_5310,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_3f8e54b70105710a,95,late,1,D,0,0,5,4,Sequence_T1_6484,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_3f8e54b70105710a,95,late,1,D,0,0,6,5,Sequence_T3_6325,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_3f8e54b70105710a,95,late,1,D,0,0,7,6,Sequence_T3_572,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_3f8e54b70105710a,95,late,1,D,0,0,8,7,Sequence_T2_1728,2,totally,3,4,0.2857142857142856,2.7142857142857144
anon_41c3ea3b6afd1da9,104,late,1,A,1,1,2,1,Sequence_T1_4301,1,verify,1,2,-1.5714285714285716,2.5714285714285716
anon_41c3ea3b6afd1da9,104,late,1,A,1,1,3,2,Sequence_T1_1303,1,verify,4,5,1.4285714285714284,2.5714285714285716
anon_41c3ea3b6afd1da9,104,late,1,A,1,1,4,3,Sequence_T2_1728,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_41c3ea3b6afd1da9,104,late,1,A,1,1,5,4,Sequence_T1_6484,0,never,1,2,-1.5714285714285716,2.5714285714285716
anon_41c3ea3b6afd1da9,104,late,1,A,1,1,6,5,Sequence_T3_6325,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_41c3ea3b6afd1da9,104,late,1,A,1,1,7,6,Sequence_T3_572,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_41c3ea3b6afd1da9,104,late,1,A,1,1,8,7,Sequence_T1_5310,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_4205b7a43643c2d8,49,early,0,B,0,0,2,1,Sequence_T1_5310,0,never,3,4,0.5714285714285716,2.4285714285714284
anon_4205b7a43643c2d8,49,early,0,B,0,0,3,2,Sequence_T2_1728,0,never,3,4,0.5714285714285716,2.4285714285714284
anon_4205b7a43643c2d8,49,early,0,B,0,0,4,3,Sequence_T1_4301,0,never,3,4,0.5714285714285716,2.4285714285714284
anon_4205b7a43643c2d8,49,early,0,B,0,0,5,4,Sequence_T3_572,0,never,2,3,-0.4285714285714284,2.4285714285714284
anon_4205b7a43643c2d8,49,early,0,B,0,0,6,5,Sequence_T3_6325,0,never,2,3,-0.4285714285714284,2.4285714285714284
anon_4205b7a43643c2d8,49,early,0,B,0,0,7,6,Sequence_T1_1303,0,never,2,3,-0.4285714285714284,2.4285714285714284
anon_4205b7a43643c2d8,49,early,0,B,0,0,8,7,Sequence_T1_6484,0,never,2,3,-0.4285714285714284,2.4285714285714284
anon_5880d4f05fea1b1d,43,early,0,B,0,0,2,1,Sequence_T1_5310,0,never,3,4,0.0,3.0
anon_5880d4f05fea1b1d,43,early,0,B,0,0,3,2,Sequence_T2_1728,0,never,3,4,0.0,3.0
anon_5880d4f05fea1b1d,43,early,0,B,0,0,4,3,Sequence_T1_4301,0,never,3,4,0.0,3.0
anon_5880d4f05fea1b1d,43,early,0,B,0,0,5,4,Sequence_T3_572,0,never,3,4,0.0,3.0
anon_5880d4f05fea1b1d,43,early,0,B,0,0,6,5,Sequence_T3_6325,0,never,3,4,0.0,3.0
anon_5880d4f05fea1b1d,43,early,0,B,0,0,7,6,Sequence_T1_1303,0,never,3,4,0.0,3.0
anon_5880d4f05fea1b1d,43,early,0,B,0,0,8,7,Sequence_T1_6484,0,never,3,4,0.0,3.0
anon_5f94a87ee4dccfa1,54,early,0,B,0,0,2,1,Sequence_T1_5310,1,verify,3,4,-0.4285714285714284,3.4285714285714284
anon_5f94a87ee4dccfa1,54,early,0,B,0,0,3,2,Sequence_T2_1728,1,verify,3,4,-0.4285714285714284,3.4285714285714284
anon_5f94a87ee4dccfa1,54,early,0,B,0,0,4,3,Sequence_T1_4301,1,verify,3,4,-0.4285714285714284,3.4285714285714284
anon_5f94a87ee4dccfa1,54,early,0,B,0,0,5,4,Sequence_T3_572,1,verify,3,4,-0.4285714285714284,3.4285714285714284
anon_5f94a87ee4dccfa1,54,early,0,B,0,0,6,5,Sequence_T3_6325,1,verify,4,5,0.5714285714285716,3.4285714285714284
anon_5f94a87ee4dccfa1,54,early,0,B,0,0,7,6,Sequence_T1_1303,1,verify,4,5,0.5714285714285716,3.4285714285714284
anon_5f94a87ee4dccfa1,54,early,0,B,0,0,8,7,Sequence_T1_6484,1,verify,4,5,0.5714285714285716,3.4285714285714284
anon_5fca29a8a841f330,51,early,0,D,0,0,2,1,Sequence_T1_5310,1,verify,4,5,0.0,4.0
anon_5fca29a8a841f330,51,early,0,D,0,0,3,2,Sequence_T2_1728,1,verify,4,5,0.0,4.0
anon_5fca29a8a841f330,51,early,0,D,0,0,4,3,Sequence_T1_4301,2,totally,4,5,0.0,4.0
anon_5fca29a8a841f330,51,early,0,D,0,0,5,4,Sequence_T3_572,1,verify,4,5,0.0,4.0
anon_5fca29a8a841f330,51,early,0,D,0,0,6,5,Sequence_T3_6325,1,verify,4,5,0.0,4.0
anon_5fca29a8a841f330,51,early,0,D,0,0,7,6,Sequence_T1_1303,1,verify,4,5,0.0,4.0
anon_5fca29a8a841f330,51,early,0,D,0,0,8,7,Sequence_T1_6484,1,verify,4,5,0.0,4.0
anon_66a87451ee727e8b,82,late,1,A,1,1,2,1,Sequence_T1_6484,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_66a87451ee727e8b,82,late,1,A,1,1,3,2,Sequence_T3_6325,0,never,1,2,-0.8571428571428572,1.8571428571428572
anon_66a87451ee727e8b,82,late,1,A,1,1,4,3,Sequence_T1_4301,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_66a87451ee727e8b,82,late,1,A,1,1,5,4,Sequence_T1_1303,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_66a87451ee727e8b,82,late,1,A,1,1,6,5,Sequence_T2_1728,1,verify,3,4,1.1428571428571428,1.8571428571428572
anon_66a87451ee727e8b,82,late,1,A,1,1,7,6,Sequence_T3_572,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_66a87451ee727e8b,82,late,1,A,1,1,8,7,Sequence_T1_5310,1,verify,1,2,-0.8571428571428572,1.8571428571428572
anon_6728abafa31d2ca8,22,early,0,C,1,0,2,1,Sequence_T1_5310,2,totally,4,5,1.4285714285714284,2.5714285714285716
anon_6728abafa31d2ca8,22,early,0,C,1,0,3,2,Sequence_T2_1728,2,totally,4,5,1.4285714285714284,2.5714285714285716
anon_6728abafa31d2ca8,22,early,0,C,1,0,4,3,Sequence_T1_4301,1,verify,2,3,-0.5714285714285716,2.5714285714285716
anon_6728abafa31d2ca8,22,early,0,C,1,0,5,4,Sequence_T3_572,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_6728abafa31d2ca8,22,early,0,C,1,0,6,5,Sequence_T3_6325,0,never,2,3,-0.5714285714285716,2.5714285714285716
anon_6728abafa31d2ca8,22,early,0,C,1,0,7,6,Sequence_T1_1303,0,never,1,2,-1.5714285714285716,2.5714285714285716
anon_6728abafa31d2ca8,22,early,0,C,1,0,8,7,Sequence_T1_6484,2,totally,2,3,-0.5714285714285716,2.5714285714285716
anon_6df989ccb6627670,35,early,0,D,0,0,2,1,Sequence_T1_5310,1,verify,3,4,0.0,3.0
anon_6df989ccb6627670,35,early,0,D,0,0,3,2,Sequence_T2_1728,1,verify,3,4,0.0,3.0
anon_6df989ccb6627670,35,early,0,D,0,0,4,3,Sequence_T1_4301,1,verify,4,5,1.0,3.0
anon_6df989ccb6627670,35,early,0,D,0,0,5,4,Sequence_T3_572,1,verify,2,3,-1.0,3.0
anon_6df989ccb6627670,35,early,0,D,0,0,6,5,Sequence_T3_6325,1,verify,3,4,0.0,3.0
anon_6df989ccb6627670,35,early,0,D,0,0,7,6,Sequence_T1_1303,1,verify,3,4,0.0,3.0
anon_6df989ccb6627670,35,early,0,D,0,0,8,7,Sequence_T1_6484,1,verify,3,4,0.0,3.0
anon_6f56f7261d5ee9cd,34,early,0,C,1,0,2,1,Sequence_T1_5310,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_6f56f7261d5ee9cd,34,early,0,C,1,0,3,2,Sequence_T2_1728,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_6f56f7261d5ee9cd,34,early,0,C,1,0,4,3,Sequence_T1_4301,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_6f56f7261d5ee9cd,34,early,0,C,1,0,5,4,Sequence_T3_572,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_6f56f7261d5ee9cd,34,early,0,C,1,0,6,5,Sequence_T3_6325,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_6f56f7261d5ee9cd,34,early,0,C,1,0,7,6,Sequence_T1_1303,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_6f56f7261d5ee9cd,34,early,0,C,1,0,8,7,Sequence_T1_6484,1,verify,1,2,-0.8571428571428572,1.8571428571428572
anon_7529df1ce8cef9ae,77,late,1,A,1,1,2,1,Sequence_T1_4301,1,verify,2,3,-0.8571428571428572,2.857142857142857
anon_7529df1ce8cef9ae,77,late,1,A,1,1,3,2,Sequence_T1_6484,2,totally,3,4,0.1428571428571428,2.857142857142857
anon_7529df1ce8cef9ae,77,late,1,A,1,1,4,3,Sequence_T3_6325,1,verify,3,4,0.1428571428571428,2.857142857142857
anon_7529df1ce8cef9ae,77,late,1,A,1,1,5,4,Sequence_T3_572,1,verify,3,4,0.1428571428571428,2.857142857142857
anon_7529df1ce8cef9ae,77,late,1,A,1,1,6,5,Sequence_T1_1303,1,verify,3,4,0.1428571428571428,2.857142857142857
anon_7529df1ce8cef9ae,77,late,1,A,1,1,7,6,Sequence_T1_5310,1,verify,3,4,0.1428571428571428,2.857142857142857
anon_7529df1ce8cef9ae,77,late,1,A,1,1,8,7,Sequence_T2_1728,1,verify,3,4,0.1428571428571428,2.857142857142857
anon_7d8c25821d2ea450,102,late,1,B,0,1,2,1,Sequence_T2_1728,1,verify,4,5,1.0,3.0
anon_7d8c25821d2ea450,102,late,1,B,0,1,3,2,Sequence_T1_5310,0,never,1,2,-2.0,3.0
anon_7d8c25821d2ea450,102,late,1,B,0,1,4,3,Sequence_T3_572,1,verify,3,4,0.0,3.0
anon_7d8c25821d2ea450,102,late,1,B,0,1,5,4,Sequence_T1_4301,2,totally,4,5,1.0,3.0
anon_7d8c25821d2ea450,102,late,1,B,0,1,6,5,Sequence_T3_6325,0,never,1,2,-2.0,3.0
anon_7d8c25821d2ea450,102,late,1,B,0,1,7,6,Sequence_T1_6484,2,totally,4,5,1.0,3.0
anon_7d8c25821d2ea450,102,late,1,B,0,1,8,7,Sequence_T1_1303,2,totally,4,5,1.0,3.0
anon_7da2c12cf47962e8,44,early,0,C,1,0,2,1,Sequence_T1_5310,1,verify,2,3,-0.2857142857142856,2.2857142857142856
anon_7da2c12cf47962e8,44,early,0,C,1,0,3,2,Sequence_T2_1728,1,verify,3,4,0.7142857142857144,2.2857142857142856
anon_7da2c12cf47962e8,44,early,0,C,1,0,4,3,Sequence_T1_4301,0,never,1,2,-1.2857142857142856,2.2857142857142856
anon_7da2c12cf47962e8,44,early,0,C,1,0,5,4,Sequence_T3_572,1,verify,3,4,0.7142857142857144,2.2857142857142856
anon_7da2c12cf47962e8,44,early,0,C,1,0,6,5,Sequence_T3_6325,1,verify,3,4,0.7142857142857144,2.2857142857142856
anon_7da2c12cf47962e8,44,early,0,C,1,0,7,6,Sequence_T1_1303,1,verify,2,3,-0.2857142857142856,2.2857142857142856
anon_7da2c12cf47962e8,44,early,0,C,1,0,8,7,Sequence_T1_6484,1,verify,2,3,-0.2857142857142856,2.2857142857142856
anon_7f4db4aaf6dae1a3,88,late,1,D,0,0,2,1,Sequence_T1_4301,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_7f4db4aaf6dae1a3,88,late,1,D,0,0,3,2,Sequence_T1_6484,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_7f4db4aaf6dae1a3,88,late,1,D,0,0,4,3,Sequence_T2_1728,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_7f4db4aaf6dae1a3,88,late,1,D,0,0,5,4,Sequence_T1_5310,2,totally,3,4,-0.5714285714285716,3.5714285714285716
anon_7f4db4aaf6dae1a3,88,late,1,D,0,0,6,5,Sequence_T1_1303,1,verify,3,4,-0.5714285714285716,3.5714285714285716
anon_7f4db4aaf6dae1a3,88,late,1,D,0,0,7,6,Sequence_T3_6325,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_7f4db4aaf6dae1a3,88,late,1,D,0,0,8,7,Sequence_T3_572,1,verify,3,4,-0.5714285714285716,3.5714285714285716
anon_8db6b4d998dc996b,16,early,0,B,0,0,2,1,Sequence_T1_5310,1,verify,3,4,-0.5714285714285716,3.5714285714285716
anon_8db6b4d998dc996b,16,early,0,B,0,0,3,2,Sequence_T2_1728,1,verify,3,4,-0.5714285714285716,3.5714285714285716
anon_8db6b4d998dc996b,16,early,0,B,0,0,4,3,Sequence_T1_4301,2,totally,3,4,-0.5714285714285716,3.5714285714285716
